CLNDN	Count
Cardiovascular_phenotype|not_specified|not_provided	2
not_provided|not_specified|Cardiovascular_phenotype	1
not_specified|Cardiovascular_phenotype|Vesicoureteral_reflux_8|not_provided|Ehlers-Danlos_syndrome_due_to_tenascin-X_deficiency	1
Ehlers-Danlos_syndrome|not_provided	1
not_provided|Cardiovascular_phenotype|Vesicoureteral_reflux_8|Ehlers-Danlos_syndrome_due_to_tenascin-X_deficiency|not_specified	1
not_specified|Vesicoureteral_reflux_8|not_provided|Cardiovascular_phenotype|Ehlers-Danlos_syndrome_due_to_tenascin-X_deficiency	1
Cardiovascular_phenotype|Vesicoureteral_reflux_8|not_specified|Ehlers-Danlos_syndrome_due_to_tenascin-X_deficiency|Ehlers-Danlos_syndrome	1
FKBPL-related_disorder	1
Sarcoidosis,_susceptibility_to,_2	1
HLA-DRB1-related_disorder	3
Multiple_sclerosis,_susceptibility_to	1
MHC_class_I_deficiency|not_specified	3
not_specified|MHC_class_I_deficiency	2
MHC_class_I_deficiency|not_specified|not_provided	1
MHC_class_I_deficiency|not_provided	1
not_specified|PSMB9-related_disorder	1
BRD2-related_condition	3
BRD2-related_condition|not_specified	1
Beryllium_disease,_chronic,_susceptibility_to	1
Autosomal_dominant_nonsyndromic_hearing_loss_13|Autosomal_recessive_nonsyndromic_hearing_loss_53|Fibrochondrogenesis_2|not_provided|Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive	1
Autosomal_recessive_nonsyndromic_hearing_loss_53|Fibrochondrogenesis_2|not_provided|Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive|Autosomal_dominant_nonsyndromic_hearing_loss_13	1
Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant|not_specified|Fibrochondrogenesis_2|Autosomal_recessive_nonsyndromic_hearing_loss_53|Autosomal_dominant_nonsyndromic_hearing_loss_13|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive|Stickler_Syndrome,_Dominant|not_provided	1
Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant|not_specified|not_provided|Fibrochondrogenesis_2|Autosomal_recessive_nonsyndromic_hearing_loss_53|Autosomal_dominant_nonsyndromic_hearing_loss_13|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive|Stickler_Syndrome,_Dominant	1
not_provided|not_specified|Autosomal_recessive_nonsyndromic_hearing_loss_53|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive|Autosomal_dominant_nonsyndromic_hearing_loss_13|Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant|Fibrochondrogenesis_2	1
not_provided|Fibrochondrogenesis_1|not_specified|Stickler_Syndrome,_Dominant|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive|Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant	1
Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant|not_specified|not_provided|Fibrochondrogenesis_2|Autosomal_recessive_nonsyndromic_hearing_loss_53|Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive|Autosomal_dominant_nonsyndromic_hearing_loss_13|Stickler_Syndrome,_Dominant	1
not_provided|RXRB-related_disorder	1
not_provided|SLC39A7-related_disorder	1
MHC_class_I_deficiency	3
Inborn_genetic_diseases|not_specified|Intellectual_disability,_autosomal_dominant_5	1
ITPR3-related_disorder	3
ITPR3-related_disorder|not_provided	3
not_provided|ITPR3-related_disorder	1
Diamond-Blackfan_anemia_9|not_specified	1
not_provided|not_specified|Fanconi_anemia_complementation_group_E	2
Fanconi_anemia_complementation_group_E	2
Leber_congenital_amaurosis_15|Retinitis_pigmentosa	1
not_specified|Leber_congenital_amaurosis_1|Retinitis_pigmentosa_14|Retinal_dystrophy|not_provided|Retinitis_pigmentosa|Leber_congenital_amaurosis_15	1
Retinal_dystrophy|Leber_congenital_amaurosis_1|not_specified|Leber_congenital_amaurosis_15|not_provided|Retinitis_pigmentosa|Retinitis_pigmentosa_14	1
Leber_congenital_amaurosis_15|not_provided|Retinitis_pigmentosa_14	1
Leber_congenital_amaurosis_15|Retinal_dystrophy|Retinitis_pigmentosa|Retinitis_pigmentosa_14|not_specified|not_provided	1
Susceptibility_to_severe_depressive_disorder	1
not_specified|not_provided|Autosomal_recessive_congenital_ichthyosis_10	1
not_provided|not_specified|Autosomal_recessive_congenital_ichthyosis_10	2
not_provided|Autosomal_recessive_congenital_ichthyosis_10	1
Autosomal_recessive_congenital_ichthyosis_10|not_provided	1
Primary_ciliary_dyskinesia|not_provided	4
not_specified|not_provided|Primary_ciliary_dyskinesia	5
pravastatin_response_-_Efficacy	1
DAAM2-related_condition	3
Combined_molybdoflavoprotein_enzyme_deficiency	1
Sulfite_oxidase_deficiency_due_to_molybdenum_cofactor_deficiency_type_A|not_provided	1
not_provided|Sulfite_oxidase_deficiency_due_to_molybdenum_cofactor_deficiency_type_A	1
Cone_dystrophy_3	1
Retinitis_pigmentosa_48|Retinitis_pigmentosa|Retinal_dystrophy|not_specified|not_provided	1
not_specified|Retinitis_pigmentosa_48	1
Cone-rod_dystrophy|Choroidal_dystrophy,_central_areolar_2|Pigmentary_retinal_dystrophy|Retinitis_pigmentosa_7|not_specified|Retinitis_pigmentosa|Patterned_macular_dystrophy_1|Vitelliform_macular_dystrophy_3|Adult-onset_foveomacular_vitelliform_dystrophy	1
Retinitis_pigmentosa|Patterned_macular_dystrophy_1|Retinal_dystrophy|PRPH2-related_disorder|Cone-rod_dystrophy|not_provided|Vitelliform_macular_dystrophy_3|Choroidal_dystrophy,_central_areolar_2|Pigmentary_retinal_dystrophy|Retinitis_pigmentosa_7|not_specified|Adult-onset_foveomacular_vitelliform_dystrophy	1
PRPH2-related_disorder	2
not_provided|Developmental_and_epileptic_encephalopathy,_60	1
Heimler_syndrome_2|not_specified|not_provided|Peroxisome_biogenesis_disorder_4B|Peroxisome_biogenesis_disorder_4A_(Zellweger)|Peroxisome_biogenesis_disorder|Zellweger_spectrum_disorders	1
Peroxisome_biogenesis_disorder_4A_(Zellweger)|Peroxisome_biogenesis_disorder_4B|not_provided|Heimler_syndrome_2	1
Peroxisome_biogenesis_disorder_4A_(Zellweger)|Peroxisome_biogenesis_disorder_4B|not_specified|Heimler_syndrome_2|Zellweger_spectrum_disorders|not_provided|Peroxisome_biogenesis_disorder	1
Heimler_syndrome_2|not_specified|not_provided|Peroxisome_biogenesis_disorder_4B|Peroxisome_biogenesis_disorder_4A_(Zellweger)|Peroxisome_biogenesis_disorder	1
Heimler_syndrome_2|not_provided|Peroxisome_biogenesis_disorder_4A_(Zellweger)|Peroxisome_biogenesis_disorder_4B	1
not_provided|3-M_syndrome	1
not_specified|not_provided|3M_syndrome_1	3
PTK7-related_disorder	1
CUL9-related_disorder	2
not_provided|Primary_ciliary_dyskinesia_12|not_specified|Primary_ciliary_dyskinesia	1
Atherosclerosis,_susceptibility_to	1
Leukoencephalopathy,_progressive,_with_ovarian_failure|not_provided|Combined_oxidative_phosphorylation_defect_type_8	2
Combined_oxidative_phosphorylation_defect_type_8|not_provided|Leukoencephalopathy,_progressive,_with_ovarian_failure	2
not_provided|Combined_oxidative_phosphorylation_defect_type_8|Leukoencephalopathy,_progressive,_with_ovarian_failure	1
Cleidocranial_dysostosis	1
PLA2G7-related_disorder|RECLASSIFIED_-_POLYMORPHISM|not_provided	1
not_provided|Focal_segmental_glomerulosclerosis_3,_susceptibility_to	1
not_provided|not_specified|Focal_segmental_glomerulosclerosis_3,_susceptibility_to	1
not_provided|Focal_segmental_glomerulosclerosis_3,_susceptibility_to|not_specified	1
Focal_segmental_glomerulosclerosis_3,_susceptibility_to	2
Methylmalonic_acidemia|not_provided	1
Methylmalonic_aciduria_due_to_methylmalonyl-CoA_mutase_deficiency|not_provided	1
not_specified|Methylmalonic_aciduria_due_to_complete_methylmalonyl-CoA_mutase_deficiency|not_provided|Methylmalonic_aciduria_due_to_methylmalonyl-CoA_mutase_deficiency	1
not_provided|Methylmalonic_aciduria_due_to_methylmalonyl-CoA_mutase_deficiency	3
Methylmalonic_aciduria_due_to_complete_methylmalonyl-CoA_mutase_deficiency|not_provided|not_specified|Methylmalonic_aciduria_due_to_methylmalonyl-CoA_mutase_deficiency	1
Rh-null,_regulator_type|Overhydrated_hereditary_stomatocytosis|not_provided	1
Char_syndrome|not_provided	1
Char_syndrome	3
not_provided|not_specified|Autosomal_recessive_polycystic_kidney_disease|PKHD1-related_disorder	1
not_provided|Polycystic_kidney_disease_4|not_specified|Autosomal_recessive_polycystic_kidney_disease	1
not_provided|Polycystic_kidney_disease_4	10
Polycystic_kidney_disease|Polycystic_kidney_disease_4|not_specified|Autosomal_recessive_polycystic_kidney_disease|not_provided	1
Polycystic_kidney_disease_4|not_specified|not_provided|Autosomal_recessive_polycystic_kidney_disease	2
not_provided|Autosomal_recessive_polycystic_kidney_disease|Polycystic_kidney_disease_4|not_specified	2
Polycystic_kidney_disease|not_specified|not_provided|Autosomal_recessive_polycystic_kidney_disease|Polycystic_kidney_disease_4	1
Polycystic_kidney_disease|Polycystic_kidney_disease_4|not_specified|not_provided|Autosomal_recessive_polycystic_kidney_disease	1
Polycystic_kidney_disease_4|not_provided	2
not_specified|not_provided|Polycystic_kidney_disease_4|Autosomal_recessive_polycystic_kidney_disease	2
Autosomal_recessive_polycystic_kidney_disease|Polycystic_kidney_disease|not_specified|Polycystic_kidney_disease_4|not_provided	1
Autosomal_recessive_polycystic_kidney_disease|Polycystic_kidney_disease_4|not_specified|not_provided	1
not_specified|Polycystic_kidney_disease|not_provided|Polycystic_kidney_disease_4|Autosomal_recessive_polycystic_kidney_disease	1
not_provided|Autosomal_recessive_polycystic_kidney_disease	1
Polycystic_kidney_disease|not_provided|Autosomal_recessive_polycystic_kidney_disease|not_specified|Polycystic_kidney_disease_4	1
not_provided|Candidiasis,_familial,_6|not_specified	1
Myoclonic_epilepsy,_juvenile,_susceptibility_to,_1|Juvenile_myoclonic_epilepsy|not_specified|not_provided|Absence_seizure	1
Absence_seizure|Myoclonic_epilepsy,_juvenile,_susceptibility_to,_1|not_specified|not_provided|Juvenile_myoclonic_epilepsy	1
not_provided|Juvenile_myoclonic_epilepsy	1
HCRTR2-related_disorder	1
BMP5-related_condition	2
Hereditary_sensory_and_autonomic_neuropathy_type_6|Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency	1
DST-related_disorder|not_provided|Hereditary_sensory_and_autonomic_neuropathy_type_6|Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency	1
DST-related_disorder|Hereditary_sensory_and_autonomic_neuropathy_type_6|Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency|not_provided	1
Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency|not_specified|not_provided|Hereditary_sensory_and_autonomic_neuropathy_type_6	1
Hereditary_sensory_and_autonomic_neuropathy_type_6|Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency|not_provided|not_specified	1
Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency|Hereditary_sensory_and_autonomic_neuropathy_type_6	1
not_provided|Hereditary_sensory_and_autonomic_neuropathy_type_6|Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency	1
Hereditary_sensory_and_autonomic_neuropathy_type_6|Epidermolysis_bullosa_simplex_3,_localized_or_generalized_intermediate,_with_BP230_deficiency|not_provided	1
Carpenter_syndrome|not_specified|RAB23-related_Carpenter_syndrome|not_provided	1
not_provided|Retinitis_pigmentosa_25	8
not_specified|not_provided|Retinitis_pigmentosa|Retinitis_pigmentosa_25|Retinal_dystrophy	1
Retinitis_pigmentosa_25|not_specified|Retinitis_pigmentosa|Retinal_dystrophy|not_provided	1
Retinitis_pigmentosa|not_specified|Retinitis_pigmentosa_25|not_provided	1
not_provided|Retinal_dystrophy|Retinitis_pigmentosa|Retinitis_pigmentosa_25	1
Retinitis_pigmentosa_25|not_provided	1
Retinitis_Pigmentosa,_Recessive|not_provided	1
Retinitis_pigmentosa|Retinal_dystrophy|not_provided|not_specified|Retinitis_pigmentosa_25	1
not_provided|not_specified|Retinitis_pigmentosa|Retinitis_pigmentosa_25	1
Methylmalonic_aciduria_and_homocystinuria_type_cblF|not_specified	1
not_specified|Methylmalonic_aciduria_and_homocystinuria_type_cblF	1
not_provided|not_specified|Epiphyseal_dysplasia,_multiple,_6	2
not_specified|not_provided|Cone-rod_dystrophy_7	1
not_provided|not_specified|Cone-rod_dystrophy_7	1
Cone-rod_dystrophy_7	3
Hydatidiform_mole	1
MTO1-related_disorder	1
Sialic_acid_storage_disease,_severe_infantile_type|Salla_disease|not_provided	2
not_provided|Salla_disease|Sialic_acid_storage_disease,_severe_infantile_type	2
Salla_disease|Sialic_acid_storage_disease,_severe_infantile_type|not_specified|not_provided	1
Ullrich_congenital_muscular_dystrophy_2|Bethlem_myopathy_2|not_specified|not_provided	1
not_provided|Ullrich_congenital_muscular_dystrophy_2|Bethlem_myopathy_2	3
not_specified|Ullrich_congenital_muscular_dystrophy_2|Bethlem_myopathy_2|not_provided	1
Ullrich_congenital_muscular_dystrophy_2|Bethlem_myopathy_2|not_provided	2
Autosomal_dominant_nonsyndromic_hearing_loss_22|Autosomal_recessive_nonsyndromic_hearing_loss_37|not_provided	1
not_specified|not_provided|Autosomal_dominant_nonsyndromic_hearing_loss_22|Autosomal_recessive_nonsyndromic_hearing_loss_37	1
Nonsyndromic_Hearing_Loss,_Dominant|Nonsyndromic_Hearing_Loss,_Recessive	1
not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_37|Autosomal_dominant_nonsyndromic_hearing_loss_22	1
not_provided|PHIP-related_behavioral_problems-intellectual_disability-obesity-dysmorphic_features_syndrome	2
PHIP-related_behavioral_problems-intellectual_disability-obesity-dysmorphic_features_syndrome|not_provided	1
Leber_congenital_amaurosis_5	2
Leber_congenital_amaurosis_1|Leber_congenital_amaurosis_5|not_specified|not_provided	1
Leber_congenital_amaurosis_5|not_specified|not_provided	1
not_specified|Leber_congenital_amaurosis_1|not_provided|Leber_congenital_amaurosis_5	1
not_specified|not_provided|Maple_syrup_urine_disease	2
Maple_syrup_urine_disease|not_specified	1
Maple_syrup_urine_disease|not_provided	1
Hereditary_arterial_and_articular_multiple_calcification_syndrome|not_specified	2
not_provided|Autosomal_recessive_spinocerebellar_ataxia_20	1
Intellectual_developmental_disorder,_autosomal_dominant_64	1
SLC35A1-congenital_disorder_of_glycosylation|not_specified	1
not_provided|CONGENITAL_DISORDER_OF_GLYCOSYLATION,_TYPE_IIf,_MODIFIER_OF	1
Congenital_disorder_of_glycosylation|Pontoneocerebellar_hypoplasia|not_provided	1
Congenital_disorder_of_glycosylation|Pontoneocerebellar_hypoplasia	1
Pontocerebellar_hypoplasia_type_6|not_provided	2
not_provided|Pontocerebellar_hypoplasia_type_6	2
ANKRD6-related_disorder	4
MDN1-related_disorder	1
Immunodeficiency_60|not_specified|not_provided	2
Mitochondrial_complex_I_deficiency,_nuclear_type_1|Mitochondrial_complex_1_deficiency,_nuclear_type_15|not_specified|not_provided	1
Leber_congenital_amaurosis_19	4
Obesity_due_to_SIM1_deficiency	1
not_provided|SIM1-related_disorder|Obesity_due_to_SIM1_deficiency	1
not_provided|Obesity_due_to_SIM1_deficiency	1
not_provided|Spastic_paraplegia-severe_developmental_delay-epilepsy_syndrome	2
Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2X|not_provided	3
Optic_atrophy_10_with_or_without_ataxia,_intellectual_disability,_and_seizures|not_provided	2
not_provided|Coenzyme_Q10_deficiency,_primary,_3	1
not_specified|Intellectual_disability,_anterior_maxillary_protrusion,_and_strabismus	1
Polycystic_liver_disease_2	2
Polycystic_liver_disease_2|not_provided	1
Polycystic_liver_disease_2|not_specified|not_provided	1
not_provided|SEC63-related_disorder	1
SEC63-related_disorder	1
Polycystic_liver_disease_2|not_specified	1
not_provided|not_specified|Polycystic_liver_disease_2	1
Autosomal_recessive_osteopetrosis_5	1
ARMC2-related_disorder	2
not_provided|Charcot-Marie-Tooth_disease|Bilateral_parasagittal_parieto-occipital_polymicrogyria|Yunis-Varon_syndrome|Charcot-Marie-Tooth_disease_type_4J|Amyotrophic_lateral_sclerosis_type_11	1
Charcot-Marie-Tooth_disease_type_4J|Amyotrophic_lateral_sclerosis_type_11|not_provided|Yunis-Varon_syndrome|Bilateral_parasagittal_parieto-occipital_polymicrogyria	1
not_provided|Bilateral_parasagittal_parieto-occipital_polymicrogyria|Charcot-Marie-Tooth_disease_type_4|not_specified|Yunis-Varon_syndrome|Charcot-Marie-Tooth_disease_type_4J|Amyotrophic_lateral_sclerosis_type_11|Charcot-Marie-Tooth_disease	1
REV3L-related_disorder	5
not_provided|Candidiasis,_familial,_8|not_specified	1
Progressive_pseudorheumatoid_dysplasia|not_provided	1
not_provided|Progressive_pseudorheumatoid_dysplasia	1
not_specified|Dilated_cardiomyopathy_1JJ	3
Dilated_cardiomyopathy_1JJ|not_specified	4
Cardiovascular_phenotype|Dilated_cardiomyopathy_1JJ|not_provided	1
Dilated_cardiomyopathy_1JJ|not_provided	2
Metaphyseal_chondrodysplasia,_Schmid_type	1
not_provided|Metaphyseal_chondrodysplasia|not_specified|Metaphyseal_chondrodysplasia,_Schmid_type	1
not_provided|not_specified|Metaphyseal_chondrodysplasia,_Schmid_type	2
Ehlers-Danlos_syndrome,_musculocontractural_type_2|not_provided	1
Ehlers-Danlos_syndrome,_musculocontractural_type_2	1
RFX6-related_disorder	1
Hypoplastic_pancreas-intestinal_atresia-hypoplastic_gallbalder_syndrome	1
Dilated_cardiomyopathy_1P	1
Lissencephaly_10	2
46,XX_ovarian_dysgenesis-short_stature_syndrome	1
Catecholaminergic_polymorphic_ventricular_tachycardia_5|Catecholaminergic_polymorphic_ventricular_tachycardia_1|not_specified	1
Catecholaminergic_polymorphic_ventricular_tachycardia_5|Cardiovascular_phenotype|not_specified|Catecholaminergic_polymorphic_ventricular_tachycardia_1|TRDN-related_disorder	1
Catecholaminergic_polymorphic_ventricular_tachycardia_1|not_specified	1
Catecholaminergic_polymorphic_ventricular_tachycardia_1|not_specified|Cardiovascular_phenotype	1
Catecholaminergic_polymorphic_ventricular_tachycardia_5|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Cardiovascular_phenotype|not_specified	1
not_provided|Catecholaminergic_polymorphic_ventricular_tachycardia_5|Cardiovascular_phenotype|not_specified|Catecholaminergic_polymorphic_ventricular_tachycardia_1|TRDN-related_disorder	1
Catecholaminergic_polymorphic_ventricular_tachycardia_1|not_provided	1
not_provided|Catecholaminergic_polymorphic_ventricular_tachycardia_5	1
Catecholaminergic_polymorphic_ventricular_tachycardia_1|not_provided|Cardiovascular_phenotype|Catecholaminergic_polymorphic_ventricular_tachycardia_5|TRDN-related_disorder|not_specified	1
Congenital_muscular_dystrophy_due_to_partial_LAMA2_deficiency|not_specified|Muscular_dystrophy,_limb-girdle,_autosomal_recessive_23|LAMA2-related_muscular_dystrophy|Merosin_deficient_congenital_muscular_dystrophy	1
LAMA2-related_muscular_dystrophy	2
LAMA2-related_muscular_dystrophy|not_specified|Congenital_muscular_dystrophy_due_to_partial_LAMA2_deficiency|not_provided	1
Congenital_muscular_dystrophy_due_to_partial_LAMA2_deficiency|Merosin_deficient_congenital_muscular_dystrophy|not_specified|Muscular_dystrophy,_limb-girdle,_autosomal_recessive_23|LAMA2-related_muscular_dystrophy	1
Muscular_dystrophy,_limb-girdle,_autosomal_recessive_23|LAMA2-related_muscular_dystrophy|not_specified|Congenital_muscular_dystrophy_due_to_partial_LAMA2_deficiency|Merosin_deficient_congenital_muscular_dystrophy	1
LAMA2-related_muscular_dystrophy|not_specified|Merosin_deficient_congenital_muscular_dystrophy	1
Congenital_Muscular_Dystrophy,_LAMA2-related|not_provided	1
ARHGAP18-related_disorder	1
Arginase_deficiency|not_provided	1
Intellectual_disability	1
Dilated_cardiomyopathy_1J|not_provided	1
Dilated_cardiomyopathy_1J|Autosomal_dominant_nonsyndromic_hearing_loss_10|not_provided	1
AHI1-related_condition	1
not_specified|not_provided|Joubert_syndrome_3|Familial_aplasia_of_the_vermis	1
Joubert_syndrome_3|Familial_aplasia_of_the_vermis	1
Joubert_syndrome_3|not_provided	2
Familial_aplasia_of_the_vermis|not_provided|Joubert_syndrome_3|not_specified	1
Rhizomelic_chondrodysplasia_punctata_type_1|Peroxisome_biogenesis_disorder_9B|not_provided	1
Phytanic_acid_storage_disease|Rhizomelic_chondrodysplasia_punctata	1
Peroxisome_biogenesis_disorder_9B|not_provided|Rhizomelic_chondrodysplasia_punctata_type_1	1
not_provided|Disseminated_atypical_mycobacterial_infection|Immunodeficiency_27A|not_specified	1
Disseminated_atypical_mycobacterial_infection|not_provided|Immunodeficiency_27A|Autosomal_dominant_mendelian_susceptibility_to_mycobacterial_diseases_due_to_partial_IFNgammaR1_deficiency|not_specified	1
Hepatitis_B_virus,_susceptibility_to|Disseminated_atypical_mycobacterial_infection|Immunodeficiency_27A|not_specified|Mycobacterium_tuberculosis,_protection_against|Helicobacter_pylori_infection,_susceptibility_to	1
Autoinflammatory_syndrome,_familial,_Behcet-like|not_specified|Autoinflammatory_syndrome,_familial,_Behcet-like_1|not_provided	1
not_provided|not_specified|Autoinflammatory_syndrome,_familial,_Behcet-like	1
ARFGEF3-related_disorder	1
not_provided|CITED2-related_condition	1
Lethal_congenital_contracture_syndrome_9	2
Intellectual_disability,_autosomal_dominant_43|not_provided	1
not_provided|Peroxisome_biogenesis_disorder_10A_(Zellweger)|Peroxisome_biogenesis_disorder_10B|not_specified	1
not_provided|Familial_hemophagocytic_lymphohistiocytosis_4	1
Familial_hemophagocytic_lymphohistiocytosis_4	3
Familial_hemophagocytic_lymphohistiocytosis	3
not_provided|Spinocerebellar_ataxia_44|Autosomal_recessive_spinocerebellar_ataxia_13|not_specified	2
not_specified|not_provided|Spinocerebellar_ataxia_44|Autosomal_recessive_spinocerebellar_ataxia_13	2
Dyschromatosis_universalis_hereditaria_1|not_provided|Cancer,_alopecia,_pigment_dyscrasia,_onychodystrophy,_and_keratoderma	1
SASH1-related_disorder	1
not_provided|not_specified|Type_1_diabetes_mellitus_5	1
not_specified|not_provided|Iodotyrosine_deiodination_defect	1
Combined_oxidative_phosphorylation_defect_type_11|not_provided	1
not_specified|not_provided|Combined_oxidative_phosphorylation_defect_type_11	1
Estrogen_resistance_syndrome|Migraine_with_or_without_aura,_susceptibility_to,_1|Familial_cancer_of_breast|Myocardial_infarction,_susceptibility_to|not_provided	1
Myocardial_infarction,_susceptibility_to	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type	3
Emery-Dreifuss_muscular_dystrophy|Cerebellar_ataxia	1
Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant	2
not_provided|Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified	3
not_provided|not_specified|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type	1
Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_specified	2
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_specified|Arthrogryposis_multiplex_congenita_3,_myogenic_type	1
not_specified|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|Arthrogryposis_multiplex_congenita_3,_myogenic_type|not_provided	2
not_provided|Arthrogryposis_multiplex_congenita_3,_myogenic_type|Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified	2
Emery-Dreifuss_muscular_dystrophy|SYNE1-related_disorder|Cerebellar_ataxia|not_specified|not_provided	1
Arthrogryposis_multiplex_congenita_3,_myogenic_type|not_provided|Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_specified|not_provided	1
Arthrogryposis_multiplex_congenita_3,_myogenic_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_provided|not_specified	1
not_specified|not_provided|Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant	1
not_specified|Arthrogryposis_multiplex_congenita_3,_myogenic_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_provided	1
Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_provided|Cardiomyopathy	1
not_specified|not_provided|Arthrogryposis_multiplex_congenita_3,_myogenic_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type	3
Arthrogryposis_multiplex_congenita_3,_myogenic_type|Autosomal_recessive_ataxia,_Beauce_type|not_provided|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|Arthrogryposis_multiplex_congenita_3,_myogenic_type|not_specified	1
not_specified|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_provided|Autosomal_recessive_ataxia,_Beauce_type|Arthrogryposis_multiplex_congenita_3,_myogenic_type	1
not_provided|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_specified	1
Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified|Arthrogryposis_multiplex_congenita_3,_myogenic_type	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_provided|Arthrogryposis_multiplex_congenita_3,_myogenic_type|not_specified	2
Emery-Dreifuss_muscular_dystrophy|not_provided|not_specified|Cerebellar_ataxia|Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant	1
not_specified|not_provided|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Arthrogryposis_multiplex_congenita_3,_myogenic_type|Autosomal_recessive_ataxia,_Beauce_type	1
Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified|not_provided|Arthrogryposis_multiplex_congenita_3,_myogenic_type	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|Autosomal_recessive_ataxia,_Beauce_type|not_specified|not_provided|Arthrogryposis_multiplex_congenita_3,_myogenic_type	1
Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified|Autosomal_recessive_ataxia,_Beauce_type|not_provided|Arthrogryposis_multiplex_congenita_3,_myogenic_type	1
Coffin-Siris_syndrome_1|not_specified|not_provided	1
Inborn_genetic_diseases|not_specified|not_provided|Coffin-Siris_syndrome_1	1
not_specified|3-methylglutaconic_aciduria_with_deafness,_encephalopathy,_and_Leigh-like_syndrome	1
